nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año,postulacion,empresa
"Luis Álvaro, Villalobos Díaz",Hombre,19,21.147.901-7,luis.v23@udp.cl,Universidad Diego Portales,+56 9 2498-4352,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Redes Eléctricas,Cisco
"Pilar Victoria, Navarro Rivas",Mujer,30,18.234.313-1,p.navarro75@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5548-8047,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7,Practicante en Energía Renovable,Apple
"Xavier Armando, Cabrera Fuentes",Hombre,26,19.529.621-K,xavier.cabrera@uai.cl,Universidad Adolfo Ibáñez,+56 9 6755-4425,Ciencias Sociales y Humanidades,Sociología,6,Practicante en Demografía,Banco BCI
"Felipe Roberto, Mora Carvajal",Hombre,28,18.478.910-2,felipe.mora@udec.cl,Universidad de Concepción,+56 9 8813-0430,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8,Practicante en Diseño Mecánico,Oracle
"Roberto Camilo, López Álvarez",Hombre,29,18.419.714-2,roberto.lópez@ug.uchile.cl,Universidad de Chile,+56 9 9680-6036,Ciencias Naturales,Biología,8,Practicante en Laboratorio Biológico,Laboratorio Roche
"Eduardo Miguel, Mora Reyes",Hombre,29,18.445.152-3,eduardo.m88@ua.cl,Universidad Austral de Chile,+56 9 9269-2684,Ciencias Sociales y Humanidades,Psicología,7,Practicante en Psicoterapia,Universidad Católica de Chile
"Julio Eduardo, Ortiz Carvajal",Hombre,22,20.929.736-0,j.ortiz@udec.cl,Universidad de Concepción,+56 9 9996-7533,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Inteligencia Artificial,Microsoft
"Yerko Álvaro, Escobar Cortés",Hombre,18,21.318.433-5,yerko.escobar@userena.cl,Universidad de La Serena,+56 9 8026-7223,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2,Practicante en Mecánica de Fluidos,Facebook
"Montserrat Pilar, Silva Valdés",Mujer,21,20.971.282-9,montserrat.silva@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1873-4195,Ciencias de la Salud,Medicina,4,Practicante en Medicina General,Clínica Las Condes
"Héctor Pedro, Ávila Quinteros",Hombre,24,19.849.655-7,h.ávila77@userena.cl,Universidad de La Serena,+56 9 9831-1166,Arte y Diseño,Arquitectura,6,Practicante en Diseño de Interiores,Agencia BBDO
"Osvaldo José, Díaz Quinteros",Hombre,23,20.977.167-5,o.díaz57@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2014-6026,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Trabajo Social de Salud,Universidad de Santiago de Chile
"Olga Olga, Cádiz Calderón",Mujer,25,19.491.797-7,o.cádiz@ug.uchile.cl,Universidad de Chile,+56 9 2480-6529,Ciencias de la Salud,Odontología,5,Practicante en Periodoncia,Clínica Indisa
"Oscar Pedro, Fuentes López",Hombre,29,18.182.657-K,o.fuentes@uv.cl,Universidad de Valparaíso,+56 9 8695-7347,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Desarrollo de Software,Adobe
"Beatriz Patricia, Toledo Pizarro",Mujer,29,18.437.954-4,beatriz.t83@udec.cl,Universidad de Concepción,+56 9 6469-2813,Ingeniería y Tecnología,Ingeniería Civil en Computación,7,Practicante en Desarrollo de Software,Intel
"Franco Maximiliano, Morales Fariña",Hombre,19,21.521.485-6,f.morales15@usach.cl,Universidad de Santiago de Chile,+56 9 9830-8926,Ciencias de la Salud,Odontología,1,Practicante en Odontopediatría,Clínica Dávila
"Javier Gonzalo, Bustos Bravo",Hombre,25,19.963.430-4,j.bustos@ug.uchile.cl,Universidad de Chile,+56 9 0606-8128,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,5,Practicante en Electrónica de Potencia,Netflix
"Daniela Ángela, Donoso Mendoza",Mujer,26,19.751.643-5,d.donoso78@uv.cl,Universidad de Valparaíso,+56 9 8225-7204,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,5,Practicante en Automatización,SpaceX
"Valentina Cecilia, Rivas Jiménez",Mujer,30,18.440.456-9,valentina.r0@userena.cl,Universidad de La Serena,+56 9 8242-3385,Ciencias de la Salud,Enfermería,8,Practicante en Geriatría,Clínica Dávila
"Eugenio Adolfo, Martínez Soto",Hombre,19,21.555.376-9,eugenio.m57@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5618-3921,Ciencias Sociales y Humanidades,Psicología,1,Practicante en Psicología Organizacional,Universidad de Santiago de Chile
"Mónica Ingrid, Leiva Gómez",Mujer,21,20.947.876-2,m.leiva@udp.cl,Universidad Diego Portales,+56 9 0283-4405,Ciencias de la Salud,Medicina,4,Practicante en Pediatría,Hospital San Juan de Dios
"Federico Nicolás, Peña Salazar",Hombre,23,20.621.395-6,f.peña39@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8614-0071,Ciencias Naturales,Física,4,Practicante en Nanotecnología,Laboratorio Roche
"Simón Víctor, Sáez Torres",Hombre,27,19.858.649-K,simón.sáez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 5130-7555,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Diseño Mecánico,Amazon
"Nemesio Víctor, Quinteros Sáez",Hombre,22,20.015.669-6,nemesio.q24@ug.uchile.cl,Universidad de Chile,+56 9 6506-9685,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Protección de Menores,Universidad de Santiago de Chile
"Antonio Alberto, Cisternas Sáez",Hombre,24,19.987.587-5,a.cisternas88@ua.cl,Universidad Austral de Chile,+56 9 7739-9078,Ciencias Naturales,Química,4,Practicante en Química Analítica,Laboratorio Recalcine
"Constanza María, Soto Ortega",Mujer,23,20.429.749-8,c.soto84@udec.cl,Universidad de Concepción,+56 9 3051-7678,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Redes,SpaceX
"Francisco Yago, Salazar Ortiz",Hombre,24,19.705.318-6,f.salazar@ua.cl,Universidad Austral de Chile,+56 9 4840-8451,Ciencias de la Salud,Medicina,6,Practicante en Ginecología,Clínica Dávila
"Catalina Laura, Valdés Vargas",Mujer,23,20.186.374-1,c.valdés48@udp.cl,Universidad Diego Portales,+56 9 5439-3978,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Asistencia Social,Universidad Católica de Chile
"Ximeno Ricardo, Romero Núñez",Hombre,18,21.872.249-3,x.romero59@ug.uchile.cl,Universidad de Chile,+56 9 6960-6091,Ciencias de la Salud,Medicina,1,Practicante en Ginecología,Clínica Dávila
"Marjorie Alejandra, Espinoza Valdés",Mujer,21,20.592.468-5,marjorie.e98@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7119-6249,Ciencias Sociales y Humanidades,Psicología,2,Practicante en Psicoterapia,Universidad de Chile
"Alejandro José, Ávila Valdés",Hombre,29,18.277.544-4,a.ávila@uv.cl,Universidad de Valparaíso,+56 9 3099-2985,Ingeniería y Tecnología,Ingeniería Civil en Computación,8,Practicante en Ciberseguridad,Apple
"Pedro Marcelo, Gómez Flores",Hombre,20,20.186.719-1,p.gómez50@udec.cl,Universidad de Concepción,+56 9 8119-0880,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Organizacional,Universidad de Santiago de Chile
"Álvaro Hugo, Silva Orellana",Hombre,19,21.374.864-6,álvaro.s17@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6212-6392,Ciencias Sociales y Humanidades,Derecho,2,Practicante en Derecho Corporativo,Banco BCI
"Alberto Miguel, Osorio Bustos",Hombre,25,19.045.686-K,a.osorio6@uai.cl,Universidad Adolfo Ibáñez,+56 9 9493-0231,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Ciberseguridad,IBM
"Waldo Gaspar, González Gutiérrez",Hombre,29,18.150.919-9,w.gonzález19@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9528-7848,Arte y Diseño,Diseño Gráfico,8,Practicante en Diseño Editorial,Agencia Ogilvy
"Héctor Patricio, Sandoval Lillo",Hombre,26,19.180.717-4,h.sandoval74@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6319-2641,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Energías Renovables,Amazon
"Gloria Marcela, Campos Torres",Mujer,21,20.329.537-3,g.campos99@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8920-7694,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Energías Renovables,Oracle
"Isabel Ruth, Carrasco Salazar",Mujer,21,20.863.219-8,isabel.c54@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7227-4450,Ciencias Naturales,Geología,3,Practicante en Mapeo Geológico,Laboratorio Pasteur
"Diana Carolina, Ovalle Valencia",Mujer,24,19.020.435-2,d.ovalle40@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8005-2668,Ciencias Naturales,Geología,6,Practicante en Mapeo Geológico,Laboratorio Bayer
"José Sergio, Sáez González",Hombre,18,21.013.119-7,j.sáez@udec.cl,Universidad de Concepción,+56 9 9395-6206,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Gestión de Proyectos,Microsoft
"Nemesio Raúl, Baeza Sandoval",Hombre,24,19.566.594-K,n.baeza96@uai.cl,Universidad Adolfo Ibáñez,+56 9 1742-6655,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Electrónica de Potencia,Adobe
"Tatiana María, Rivas Cuevas",Mujer,27,19.947.240-2,tatiana.rivas@udp.cl,Universidad Diego Portales,+56 9 7551-9271,Arte y Diseño,Arquitectura,5,Practicante en Urbanismo,Agencia DDB
"Nicolás Daniel, Romero Vásquez",Hombre,19,21.652.784-K,n.romero75@udec.cl,Universidad de Concepción,+56 9 3554-8692,Ciencias de la Salud,Odontología,1,Practicante en Endodoncia,Clínica Indisa
"Franco Sergio, Palma Orellana",Hombre,19,21.818.564-6,f.palma@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8985-5127,Ingeniería y Tecnología,Ingeniería Civil,1,Practicante en Obras Civiles,Apple
"Ximeno Alberto, Rivas Bravo",Hombre,28,18.229.659-8,ximeno.rivas@ug.uchile.cl,Universidad de Chile,+56 9 3661-7449,Ciencias de la Salud,Medicina,7,Practicante en Medicina General,Clínica Los Coihues
"Sergio Nelson, González Tapia",Hombre,19,21.608.973-9,s.gonzález@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0153-7229,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,1,Practicante en Energía Renovable,Facebook
"Ana Laura, Pizarro Escobar",Mujer,20,20.121.907-5,ana.p47@ug.uchile.cl,Universidad de Chile,+56 9 4919-2887,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Cisco
"Ingrid Eugenia, Gutiérrez Rivas",Mujer,19,21.478.107-6,i.gutiérrez@udec.cl,Universidad de Concepción,+56 9 0925-9995,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Obras Civiles,Oracle
"Elena Celia, Avendaño Rodríguez",Mujer,25,19.741.875-9,e.avendaño@ua.cl,Universidad Austral de Chile,+56 9 4526-5840,Ciencias Naturales,Física,6,Practicante en Física Nuclear,Laboratorio Pfizer
"Pablo Francisco, González Vidal",Hombre,24,19.171.904-0,pablo.g31@udp.cl,Universidad Diego Portales,+56 9 7702-0889,Ingeniería y Tecnología,Ingeniería Civil Industrial,5,Practicante en Consultoría Empresarial,Amazon
"Catalina Natalia, Álvarez Peña",Mujer,27,19.800.264-1,c.álvarez57@udec.cl,Universidad de Concepción,+56 9 6002-1267,Ciencias de la Salud,Medicina,5,Practicante en Medicina General,Clínica Dávila
"Teresa Montserrat, Mora Castro",Mujer,29,18.577.145-9,teresa.mora@ua.cl,Universidad Austral de Chile,+56 9 0621-7625,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,8,Practicante en Energía Renovable,IBM
"Adriana Rocío, Gutiérrez Bravo",Mujer,18,21.536.383-9,adriana.gutiérrez@udp.cl,Universidad Diego Portales,+56 9 4187-7626,Ingeniería y Tecnología,Ingeniería Civil,1,Practicante en Ingeniería Estructural,Tesla
"Pamela Marisol, Guzmán Valdés",Mujer,27,19.356.399-0,p.guzmán61@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3448-8292,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Mecánica de Fluidos,Google
"Bárbara Josefina, Ríos Navarro",Mujer,25,19.879.820-K,bárbara.ríos@udec.cl,Universidad de Concepción,+56 9 2348-6912,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Psicoterapia,Banco Estado
"Guillermo Federico, Lara Gutiérrez",Hombre,26,19.171.616-8,g.lara82@ug.uchile.cl,Universidad de Chile,+56 9 7394-3823,Ciencias Naturales,Química,5,Practicante en Química Inorgánica,Laboratorio Pasteur
"Rafael Iván, Cádiz Aguilera",Hombre,23,20.501.624-3,r.cádiz1@udec.cl,Universidad de Concepción,+56 9 7814-0178,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Optimización de Procesos,Oracle
"Ramón Jacinto, Sanchez Oyarzún",Hombre,19,21.887.332-9,ramón.s38@ug.uchile.cl,Universidad de Chile,+56 9 7617-2002,Ciencias de la Salud,Odontología,2,Practicante en Clínica Odontológica,Clínica Indisa
"Pablo Rafael, Rojas Arancibia",Hombre,30,18.194.823-2,p.rojas99@ug.uchile.cl,Universidad de Chile,+56 9 8647-5995,Ciencias de la Salud,Medicina,6,Practicante en Cirugía,Clínica Dávila
"Emilia Josefina, Mora Ávila",Mujer,29,18.245.053-8,e.mora52@userena.cl,Universidad de La Serena,+56 9 7212-6371,Ingeniería y Tecnología,Ingeniería Civil Industrial,8,Practicante en Calidad,Cisco
"Adriana Luisa, Cortés Lillo",Mujer,22,20.825.847-4,adriana.cortés@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8160-7648,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Electrónica de Potencia,Oracle
"Teobaldo Leandro, Rodríguez Calderón",Hombre,18,21.792.402-K,t.rodríguez@userena.cl,Universidad de La Serena,+56 9 6174-6464,Ingeniería y Tecnología,Ingeniería Civil,3,Practicante en Hidrología,Cisco
"Nelson Elias, Herrera Fuentes",Hombre,24,19.936.299-3,n.herrera79@ug.uchile.cl,Universidad de Chile,+56 9 6227-0434,Arte y Diseño,Arte Digital,6,Practicante en Diseño de Videojuegos,Agencia JWT
"Homero Valentín, Vidal Ríos",Hombre,24,19.678.445-0,h.vidal18@udec.cl,Universidad de Concepción,+56 9 2843-4450,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Adobe
"Rodrigo Emilio, Martínez Donoso",Hombre,22,20.159.489-8,rodrigo.martínez@ug.uchile.cl,Universidad de Chile,+56 9 8545-6401,Ciencias Sociales y Humanidades,Trabajo Social,3,Practicante en Protección de Menores,Banco de Chile
"Julieta Sara, Pavez Bravo",Mujer,21,20.167.684-8,j.pavez@udec.cl,Universidad de Concepción,+56 9 9610-6559,Ciencias de la Salud,Medicina,3,Practicante en Medicina General,Clínica Santa María
"Quintín Iván, Araya Ibarra",Hombre,18,21.429.207-4,quintín.a61@ug.uchile.cl,Universidad de Chile,+56 9 1185-5983,Ciencias Sociales y Humanidades,Derecho,3,Practicante en Derecho Penal,Banco Estado
"Valentín Xavier, Navarro Carrasco",Hombre,27,19.680.036-8,v.navarro93@uv.cl,Universidad de Valparaíso,+56 9 0122-9221,Ciencias Naturales,Física,6,Practicante en Nanotecnología,Laboratorio Pfizer
"Oscar Iván, Vergara Vargas",Hombre,23,20.131.536-4,oscar.vergara@udec.cl,Universidad de Concepción,+56 9 1590-9725,Ingeniería y Tecnología,Ingeniería Civil en Computación,3,Practicante en Inteligencia Artificial,Oracle
"Guillermo Cristián, Muñoz Lagos",Hombre,22,20.928.353-5,g.muñoz97@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0136-4363,Arte y Diseño,Arte Digital,3,Practicante en Animación y Modelado 3D,Agencia Leo Burnett
"Pedro Oscar, Vásquez Silva",Hombre,29,18.330.250-K,pedro.v25@udec.cl,Universidad de Concepción,+56 9 6393-7535,Arte y Diseño,Diseño Gráfico,6,Practicante en Identidad Corporativa,Agencia Saatchi & Saatchi
"Manuel Marco, Figueroa Oyarzún",Hombre,26,19.794.230-3,m.figueroa2@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4971-2632,Arte y Diseño,Arte Digital,5,Practicante en Edición de Video,Agencia Ogilvy
"Pedro Oscar, Bravo Figueroa",Hombre,21,20.421.167-7,p.bravo91@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3317-4195,Ciencias Naturales,Física,2,Practicante en Física Nuclear,Laboratorio Recalcine
"Renato Daniel, Díaz Bustos",Hombre,18,21.847.011-7,r.díaz14@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7708-7864,Ingeniería y Tecnología,Ingeniería Civil Mecánica,1,Practicante en Energías Renovables,Cisco
"Alberto Armando, Vargas Sanchez",Hombre,18,21.721.669-0,alberto.vargas@uai.cl,Universidad Adolfo Ibáñez,+56 9 9484-0171,Ciencias Sociales y Humanidades,Psicología,1,Practicante en Psicología Organizacional,Banco de Chile
"Ernesto Joaquín, Osorio Vidal",Hombre,30,18.987.862-7,ernesto.osorio@userena.cl,Universidad de La Serena,+56 9 9791-5515,Ingeniería y Tecnología,Ingeniería Civil,6,Practicante en Obras Civiles,Intel
"Violeta Celia, Sanchez Cortés",Mujer,23,20.126.641-7,v.sanchez@udec.cl,Universidad de Concepción,+56 9 8724-7760,Ciencias de la Salud,Kinesiología,3,Practicante en Rehabilitación Deportiva,Clínica Dávila
"Manuel Carlos, Soto Guzmán",Hombre,26,19.332.543-5,manuel.s18@ua.cl,Universidad Austral de Chile,+56 9 1544-3891,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Logística,IBM
"María Rosa, Figueroa Toledo",Mujer,24,19.732.290-2,m.figueroa14@ug.uchile.cl,Universidad de Chile,+56 9 8438-4216,Ciencias de la Salud,Enfermería,5,Practicante en Atención Primaria,Clínica Alemana Norte
"Rodrigo Camilo, Ibarra Fuentes",Hombre,30,18.968.384-5,r.ibarra81@udec.cl,Universidad de Concepción,+56 9 4695-0675,Ciencias Sociales y Humanidades,Derecho,7,Practicante en Derechos Humanos,Banco de Chile
"Mireya Teresa, Aravena Pérez",Mujer,27,19.720.540-0,m.aravena54@udec.cl,Universidad de Concepción,+56 9 8597-9782,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5,Practicante en Energías Renovables,Google
"Luciano Francisco, Ortega Venegas",Hombre,29,18.388.750-3,luciano.ortega@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7068-4522,Ciencias Sociales y Humanidades,Trabajo Social,8,Practicante en Asistencia Social,Universidad Católica de Chile
"Emiliana Mónica, Rivas Toledo",Mujer,28,18.896.846-5,emiliana.r2@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9600-8641,Ingeniería y Tecnología,Ingeniería Civil,7,Practicante en Geotecnia,Apple
"Ricardo Carlos, Guzmán Martínez",Hombre,18,21.391.500-8,r.guzmán@ug.uchile.cl,Universidad de Chile,+56 9 3720-3278,Ciencias de la Salud,Medicina,2,Practicante en Ginecología,Clínica Indisa
"Rocío Natalia, Morales Avendaño",Mujer,20,20.612.729-5,rocío.m50@ug.uchile.cl,Universidad de Chile,+56 9 8210-5238,Ciencias de la Salud,Enfermería,4,Practicante en Cuidados Intensivos,Clínica Dávila
"Valerie Marcela, Ibarra Escobar",Mujer,27,19.597.711-1,valerie.i25@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8830-7160,Ciencias de la Salud,Enfermería,4,Practicante en Geriatría,Clínica Dávila
"Rocio Gloria, Ríos Espinoza",Mujer,18,21.886.969-2,r.ríos8@uai.cl,Universidad Adolfo Ibáñez,+56 9 3619-5215,Ingeniería y Tecnología,Ingeniería Civil Industrial,1,Practicante en Consultoría Empresarial,Netflix
"Constanza Beatriz, Lagos Ortega",Mujer,19,21.784.700-5,c.lagos@uai.cl,Universidad Adolfo Ibáñez,+56 9 5641-2469,Ciencias Sociales y Humanidades,Psicología,3,Practicante en Psicología Escolar,Banco de Chile
"Carlos Yerko, Valdés Pavez",Hombre,19,21.778.226-5,carlos.valdés@userena.cl,Universidad de La Serena,+56 9 1092-9255,Ciencias Sociales y Humanidades,Derecho,3,Practicante en Derecho Penal,Banco BCI
"Luisa Valerie, Figueroa Fuentes",Mujer,26,19.363.979-8,l.figueroa@udec.cl,Universidad de Concepción,+56 9 6647-6918,Ciencias de la Salud,Enfermería,4,Practicante en Salud Mental,Clínica Indisa
"Zaqueo Joaquín, Villanueva Díaz",Hombre,20,20.238.893-K,z.villanueva72@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4935-5824,Ciencias Sociales y Humanidades,Psicología,3,Practicante en Psicología Forense,Banco BCI
"Adriana Renata, Díaz Aravena",Mujer,20,20.822.964-6,a.díaz62@userena.cl,Universidad de La Serena,+56 9 7244-1962,Ciencias Sociales y Humanidades,Derecho,2,Practicante en Propiedad Intelectual,Banco de Chile
"Pedro Zenón, Arancibia Poblete",Hombre,29,18.965.057-6,p.arancibia14@udec.cl,Universidad de Concepción,+56 9 9686-6834,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Redes,Adobe
