nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año
"Teobaldo Rubén, Bustos Cabrera",M,18,21.784.536-2,teobaldo.bustos@ug.uchile.cl,Universidad de Chile,+56 9 2617-1573,Ciencias de la Salud,Odontología,2
"Natalia Magdalena, Bustos Martínez",F,28,18.984.151-1,n.bustos84@udec.cl,Universidad de Concepción,+56 9 2623-3019,Ingeniería y Tecnología,Ingeniería Civil,7
"Patricia Magdalena, Gutiérrez Ríos",F,28,18.017.278-0,p.gutiérrez61@udec.cl,Universidad de Concepción,+56 9 5455-1434,Ingeniería y Tecnología,Ingeniería Civil,8
"Lucía Rosa, Vargas Vergara",F,24,19.346.915-4,l.vargas30@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0177-3733,Ciencias de la Salud,Medicina,5
"Mauricio Franco, Fuentes Cádiz",M,18,21.180.026-4,m.fuentes71@ug.uchile.cl,Universidad de Chile,+56 9 8166-8330,Ciencias de la Salud,Odontología,3
"Emilio Ignacio, Ramírez Valenzuela",M,18,21.721.968-4,e.ramírez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4122-1487,Ciencias Sociales y Humanidades,Sociología,3
"Ximeno Luciano, Bravo Santos",M,26,19.129.956-6,x.bravo23@uai.cl,Universidad Adolfo Ibáñez,+56 9 6098-6679,Ciencias de la Salud,Medicina,5
"Xavier Franco, Aravena Leiva",M,27,19.973.651-4,x.aravena@udp.cl,Universidad Diego Portales,+56 9 2291-4784,Ciencias de la Salud,Odontología,6
"Ulises Daniel, Escobar Pizarro",M,23,20.660.194-K,u.escobar@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0105-9603,Arte y Diseño,Diseño Gráfico,2
"Daniel Francisco, Cuevas Toro",M,26,19.426.792-8,d.cuevas82@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2355-4822,Ciencias Naturales,Biología,5
"Cristián Benjamín, Reyes Campos",M,22,20.101.809-7,cristián.r75@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9136-0156,Ciencias de la Salud,Odontología,3
"Olga Patricia, Toro Carrasco",F,22,20.677.763-0,olga.t54@ug.uchile.cl,Universidad de Chile,+56 9 9339-9576,Ciencias de la Salud,Kinesiología,2
"Magdalena Ruth, Ríos Romero",F,29,18.914.929-9,m.ríos27@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9948-8742,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7
"Nora Vanessa, Palma Rojas",F,20,20.874.356-5,n.palma52@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6598-6066,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Alejandro Zaqueo, Oyarzún Orellana",M,27,19.021.766-7,alejandro.o41@ug.uchile.cl,Universidad de Chile,+56 9 4978-2136,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5
"Teobaldo Eugenio, Baeza Lara",M,28,18.856.508-4,t.baeza@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7398-1117,Ciencias de la Salud,Enfermería,6
"Vanessa Lucía, Avendaño Gómez",F,23,20.284.542-K,v.avendaño84@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7693-2539,Arte y Diseño,Arquitectura,4
"Adolfo Franco, Navarro Aguilera",M,25,19.826.799-6,a.navarro@ua.cl,Universidad Austral de Chile,+56 9 2842-1706,Ingeniería y Tecnología,Ingeniería Civil,5
"Valeria Luisa, Campos Riquelme",F,21,20.034.848-7,v.campos@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8230-1749,Ciencias de la Salud,Kinesiología,4
"Pedro Nelson, Álvarez Aravena",M,24,19.452.164-8,p.álvarez41@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7406-8156,Ingeniería y Tecnología,Ingeniería Civil,4
"Ángela Mireya, Gutiérrez Avendaño",F,24,19.141.176-8,ángela.g82@udp.cl,Universidad Diego Portales,+56 9 2217-5441,Ciencias Sociales y Humanidades,Psicología,5
"Teobaldo Juan, Campos Romero",M,22,20.417.933-K,t.campos31@userena.cl,Universidad de La Serena,+56 9 5987-7406,Ciencias de la Salud,Medicina,3
"Benjamín Pascual, Carvajal González",M,29,18.936.961-9,benjamín.carvajal@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5258-7787,Ingeniería y Tecnología,Ingeniería Civil en Computación,7
"Leandro Luciano, Campos Vargas",M,22,20.753.038-6,l.campos@ug.uchile.cl,Universidad de Chile,+56 9 0536-1861,Arte y Diseño,Arte Digital,2
"Mauricio Roberto, Toledo Orellana",M,24,19.447.776-8,m.toledo95@udec.cl,Universidad de Concepción,+56 9 7676-7408,Ciencias Sociales y Humanidades,Trabajo Social,5
"Catalina Emilia, Palma Cisternas",F,24,19.808.307-7,c.palma71@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1435-1621,Ciencias Naturales,Geología,5
"Mario Iván, Toro Fariña",M,30,18.275.689-1,m.toro62@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3560-8058,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6
"Alejandro Iván, Contreras Martínez",M,21,20.668.471-7,a.contreras41@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8313-5816,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Hernán Manuel, Gutiérrez Garrido",M,28,18.006.739-8,h.gutiérrez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3206-7808,Ciencias Sociales y Humanidades,Trabajo Social,8
"Pablo Pedro, Donoso Palma",M,18,21.054.318-6,pablo.d57@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2821-9739,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,1
"Beatriz Ruth, Jiménez Quinteros",F,30,18.127.856-5,beatriz.jiménez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6986-5490,Ciencias de la Salud,Enfermería,6
"Clemente Ramón, Ríos Flores",M,21,20.096.503-0,clemente.r86@ug.uchile.cl,Universidad de Chile,+56 9 0131-5882,Ciencias Naturales,Geología,3
"Kelvin José, Lara Aravena",M,26,19.519.155-5,kelvin.lara@ug.uchile.cl,Universidad de Chile,+56 9 6047-6596,Ciencias de la Salud,Enfermería,6
"Emilio Rafael, Leiva Espinoza",M,21,20.683.117-5,emilio.l88@ug.uchile.cl,Universidad de Chile,+56 9 9436-0462,Ciencias Sociales y Humanidades,Sociología,3
"María Ximena, Poblete Rivas",F,18,21.102.689-1,m.poblete55@ug.uchile.cl,Universidad de Chile,+56 9 5639-7417,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Laura Rosa, Aguilera Ortiz",F,20,20.436.605-7,l.aguilera54@ua.cl,Universidad Austral de Chile,+56 9 3010-6109,Ciencias de la Salud,Medicina,2
"Tobías Manuel, Contreras Arancibia",M,24,19.325.530-3,t.contreras89@userena.cl,Universidad de La Serena,+56 9 5976-3108,Ingeniería y Tecnología,Ingeniería Civil Industrial,5
"Rocio Carolina, Jiménez Campos",F,20,20.672.114-8,r.jiménez0@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9196-2820,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Felipe Patricio, Sepúlveda Cortés",M,19,21.771.157-8,felipe.s16@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0179-3634,Ciencias de la Salud,Kinesiología,2
"Valerie Yolanda, Cuevas Bravo",F,18,21.931.554-K,v.cuevas58@ug.uchile.cl,Universidad de Chile,+56 9 3693-8456,Ciencias de la Salud,Medicina,2
"Sebastián Eugenio, Villalobos Castro",M,27,19.849.041-7,sebastián.v70@ug.uchile.cl,Universidad de Chile,+56 9 4494-8830,Ciencias Naturales,Física,4
"Elias Rodrigo, Sandoval Palma",M,20,20.396.762-K,e.sandoval7@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3748-2159,Ciencias de la Salud,Medicina,2
"Wendy Gloria, Romero Soto",F,28,18.620.931-8,w.romero@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5815-3113,Ingeniería y Tecnología,Ingeniería Civil,6
"Álvaro Benjamín, Salazar Medina",M,30,18.726.826-2,álvaro.s68@ug.uchile.cl,Universidad de Chile,+56 9 9527-9646,Ciencias Sociales y Humanidades,Trabajo Social,7
"Félix René, Santos Herrera",M,22,20.341.627-5,félix.santos@udec.cl,Universidad de Concepción,+56 9 8072-7513,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Elias Alberto, Moreno Gómez",M,30,18.930.107-7,e.moreno20@udp.cl,Universidad Diego Portales,+56 9 9262-0751,Ingeniería y Tecnología,Ingeniería Civil,8
"Antonia Gloria, Arancibia Rodríguez",F,28,18.129.540-4,antonia.arancibia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6173-1701,Ciencias Sociales y Humanidades,Derecho,7
"Margarita Pilar, Carrasco Espinoza",F,22,20.495.897-6,margarita.c91@ua.cl,Universidad Austral de Chile,+56 9 5579-9864,Ciencias de la Salud,Enfermería,4
"Diego Felipe, González Baeza",M,29,18.528.224-6,d.gonzález50@ua.cl,Universidad Austral de Chile,+56 9 9642-7989,Ciencias de la Salud,Medicina,6
"José Quintín, Reyes Soto",M,19,21.481.360-2,josé.reyes@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5940-0503,Ciencias Sociales y Humanidades,Trabajo Social,3
"Franco José, Vásquez Sáez",M,18,21.329.557-2,franco.vásquez@udec.cl,Universidad de Concepción,+56 9 2320-5175,Arte y Diseño,Diseño Gráfico,1
"Paulina Sofía, Leiva López",F,25,19.787.057-9,paulina.leiva@userena.cl,Universidad de La Serena,+56 9 4016-4140,Ciencias Sociales y Humanidades,Trabajo Social,5
"Xavier Martín, Vergara Ávila",M,24,19.728.172-3,x.vergara88@uai.cl,Universidad Adolfo Ibáñez,+56 9 6189-6253,Arte y Diseño,Arte Digital,6
"Félix Carlos, Castro Muñoz",M,20,20.692.049-9,f.castro17@uai.cl,Universidad Adolfo Ibáñez,+56 9 4366-8771,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Leandro Camilo, Soto Vergara",M,25,19.088.285-0,l.soto46@ug.uchile.cl,Universidad de Chile,+56 9 7270-4807,Ciencias de la Salud,Odontología,6
"Julieta Sofía, Cáceres Fernández",F,28,18.793.495-8,j.cáceres37@ug.uchile.cl,Universidad de Chile,+56 9 5882-4263,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8
"Patricia Valeria, Lillo Contreras",F,25,19.229.516-9,p.lillo12@ug.uchile.cl,Universidad de Chile,+56 9 7430-7771,Ciencias Naturales,Química,6
"Diego Nicolás, Suárez Calderón",M,21,20.092.614-4,diego.suárez@uai.cl,Universidad Adolfo Ibáñez,+56 9 4490-3949,Ingeniería y Tecnología,Ingeniería Civil,4
"Guillermo Rafael, Mendoza Aguilera",M,23,20.310.420-8,guillermo.m11@udec.cl,Universidad de Concepción,+56 9 2370-8191,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Valeria Romina, Sáez Osorio",F,23,20.113.060-7,valeria.s77@ug.uchile.cl,Universidad de Chile,+56 9 4628-1344,Ciencias Sociales y Humanidades,Psicología,4
"Ernesto Gaspar, Barrios Catalán",M,18,21.259.381-0,e.barrios42@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3288-3295,Ciencias Naturales,Química,1
"Yago Alberto, Pavez Cádiz",M,25,19.641.663-K,y.pavez59@ug.uchile.cl,Universidad de Chile,+56 9 1172-7088,Ingeniería y Tecnología,Ingeniería Civil,5
"Valentín Salvador, Sáez Pérez",M,23,20.122.865-1,v.sáez@usach.cl,Universidad de Santiago de Chile,+56 9 9926-1764,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Javier Ricardo, Rojas Vidal",M,28,18.956.070-8,javier.r70@uv.cl,Universidad de Valparaíso,+56 9 1486-6948,Ciencias de la Salud,Enfermería,7
"Maximiliano Roberto, Vergara Espinoza",M,19,21.439.303-K,maximiliano.v38@usach.cl,Universidad de Santiago de Chile,+56 9 6279-9933,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Ximeno Antonio, González Venegas",M,25,19.555.023-7,x.gonzález83@ug.uchile.cl,Universidad de Chile,+56 9 0677-4705,Ciencias Naturales,Química,6
"Catalina Ximena, Valenzuela Aravena",F,25,19.459.376-9,c.valenzuela@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8453-9917,Ciencias de la Salud,Odontología,5
"Alejandro Iván, Sáez López",M,22,20.784.219-K,a.sáez12@ug.uchile.cl,Universidad de Chile,+56 9 2047-2297,Ciencias Sociales y Humanidades,Trabajo Social,4
"Valerie Alejandra, Rivas Fernández",F,20,20.110.874-8,v.rivas29@ug.uchile.cl,Universidad de Chile,+56 9 6746-4714,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Cristián Javier, Montes Rodríguez",M,19,21.549.636-6,cristián.montes@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1133-2215,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3
"Luz Vanessa, Rivas Lara",F,28,18.313.405-4,luz.r12@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7925-9964,Ciencias de la Salud,Kinesiología,8
"Julieta María, Toledo Contreras",F,22,20.744.695-4,j.toledo24@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9036-7395,Arte y Diseño,Arte Digital,4
"Nicolás Javier, Carrasco Ramírez",M,20,20.113.431-9,nicolás.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4959-7205,Ciencias Naturales,Física,3
"Valentina Gabriela, Espinoza Lillo",F,20,20.631.611-0,v.espinoza@udec.cl,Universidad de Concepción,+56 9 8224-6791,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Antonia Julieta, Sanchez Sáez",F,22,20.401.688-3,a.sanchez77@ug.uchile.cl,Universidad de Chile,+56 9 8692-1019,Ciencias de la Salud,Medicina,4
"María Renata, Navarro Núñez",F,18,21.391.580-K,maría.n58@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1937-4106,Arte y Diseño,Arquitectura,3
"Víctor Leonardo, Orellana Rodríguez",M,27,19.805.644-9,v.orellana8@udec.cl,Universidad de Concepción,+56 9 1176-2701,Ciencias Sociales y Humanidades,Trabajo Social,4
"Ana Teresa, Flores Herrera",F,29,18.313.372-5,ana.f30@ua.cl,Universidad Austral de Chile,+56 9 6579-0939,Ciencias Naturales,Química,7
"Renato Ximeno, Ríos Espinoza",M,19,21.650.324-3,renato.ríos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7250-9315,Ciencias de la Salud,Odontología,1
"Flavio Rodrigo, Lillo Mora",M,30,18.361.982-2,f.lillo@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0006-9273,Arte y Diseño,Arte Digital,8
"Oscar Jacinto, Fernández Oyarzún",M,18,21.930.267-6,o.fernández50@udec.cl,Universidad de Concepción,+56 9 5966-1797,Ingeniería y Tecnología,Ingeniería Civil Mecánica,1
"Nemesio Pascual, Quinteros Guzmán",M,18,21.454.080-4,n.quinteros20@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9131-6946,Ciencias de la Salud,Enfermería,3
"Hernán Eugenio, Martínez Ortega",M,28,18.122.521-8,h.martínez@userena.cl,Universidad de La Serena,+56 9 5879-5754,Arte y Diseño,Arquitectura,7
"Ramón Armando, Carrasco Torres",M,24,19.867.460-K,r.carrasco@userena.cl,Universidad de La Serena,+56 9 3501-2941,Ciencias Naturales,Química,4
"Francisca Alicia, Vásquez Muñoz",F,25,19.865.423-7,francisca.v42@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1872-8057,Ciencias Sociales y Humanidades,Derecho,6
"Antonia Paulina, Hernández Garrido",F,19,21.277.512-7,a.hernández@udec.cl,Universidad de Concepción,+56 9 0085-9395,Ciencias de la Salud,Odontología,3
"Ingrid Ivonne, Álvarez Baeza",F,19,21.755.130-3,ingrid.álvarez@uv.cl,Universidad de Valparaíso,+56 9 2021-3796,Ingeniería y Tecnología,Ingeniería Civil,2
"Marisol Vanessa, Romero Lillo",F,18,21.518.945-9,m.romero14@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0962-7643,Arte y Diseño,Diseño Gráfico,3
"Carlos Benjamín, Cádiz Pérez",M,26,19.780.748-3,c.cádiz80@udp.cl,Universidad Diego Portales,+56 9 3083-5742,Ingeniería y Tecnología,Ingeniería Civil Industrial,5
"Álvaro Emilio, Araya Ávila",M,19,21.495.201-4,álvaro.araya@ug.uchile.cl,Universidad de Chile,+56 9 3057-3085,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Adolfo Daniel, Vergara Mendoza",M,22,20.289.993-3,a.vergara@uai.cl,Universidad Adolfo Ibáñez,+56 9 4375-2002,Ciencias de la Salud,Medicina,2
"Carmen Wendy, Quinteros Reyes",F,21,20.523.010-5,c.quinteros@udp.cl,Universidad Diego Portales,+56 9 6664-3607,Ciencias de la Salud,Odontología,4
"Homero Luis, Vásquez Sandoval",M,26,19.181.211-0,homero.vásquez@ug.uchile.cl,Universidad de Chile,+56 9 7034-9399,Arte y Diseño,Diseño Gráfico,5
"Mireya Pamela, Díaz Carvajal",F,18,21.867.957-0,m.díaz66@ug.uchile.cl,Universidad de Chile,+56 9 8890-1119,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Simón Hugo, Toledo Núñez",M,25,19.746.300-2,s.toledo19@ug.uchile.cl,Universidad de Chile,+56 9 6943-0174,Ingeniería y Tecnología,Ingeniería Civil,5
"Osvaldo Emilio, Pizarro Avendaño",M,29,18.303.787-0,osvaldo.p80@uai.cl,Universidad Adolfo Ibáñez,+56 9 3367-7842,Ciencias de la Salud,Kinesiología,7
"Carmen Cecilia, Toro Peña",F,21,20.721.284-7,carmen.t87@udp.cl,Universidad Diego Portales,+56 9 4969-6332,Ingeniería y Tecnología,Ingeniería Civil,4
"Ángela Diana, Carvajal Toro",F,28,18.478.891-8,á.carvajal8@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4423-5002,Ciencias Sociales y Humanidades,Trabajo Social,8
"Pedro Xavier, Vidal Ríos",M,25,19.074.271-7,pedro.vidal@ug.uchile.cl,Universidad de Chile,+56 9 8680-8543,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Simón Emilio, Oyarzún Rojas",M,21,20.246.537-5,s.oyarzún78@uai.cl,Universidad Adolfo Ibáñez,+56 9 1382-1814,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Ricardo Martín, Donoso Reyes",M,23,20.796.699-7,ricardo.d60@usach.cl,Universidad de Santiago de Chile,+56 9 4982-3537,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Yerko Pedro, Poblete Riquelme",M,25,19.573.032-7,yerko.poblete@udec.cl,Universidad de Concepción,+56 9 7005-6289,Ciencias de la Salud,Enfermería,6
"Victoria Eugenia, Pizarro Sandoval",F,24,19.533.791-2,victoria.p60@udec.cl,Universidad de Concepción,+56 9 2410-1944,Ciencias Naturales,Química,6
"Elias Manuel, Ortega Contreras",M,22,20.575.678-5,elias.o99@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9550-6011,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Mauricio Feliciano, Soto González",M,28,18.771.023-6,m.soto@userena.cl,Universidad de La Serena,+56 9 1338-3495,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Teobaldo Julio, Flores Leiva",M,19,21.415.451-3,teobaldo.f35@ug.uchile.cl,Universidad de Chile,+56 9 8314-9660,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Gabriela Ximena, Cisternas Baeza",F,30,18.123.158-K,gabriela.c38@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7930-8984,Ciencias Sociales y Humanidades,Trabajo Social,6
"Raúl Clemente, Castro Martínez",M,21,20.222.309-2,r.castro35@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9437-0444,Ingeniería y Tecnología,Ingeniería Civil,4
"Simón Waldo, Cortés Mora",M,26,19.820.042-0,simón.cortés@uai.cl,Universidad Adolfo Ibáñez,+56 9 8945-1860,Ingeniería y Tecnología,Ingeniería Civil,5
"Sergio Leonardo, Ramírez Jiménez",M,19,21.637.261-3,s.ramírez36@udp.cl,Universidad Diego Portales,+56 9 0073-2873,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Sebastián José, Espinoza López",M,21,20.030.572-7,s.espinoza84@udp.cl,Universidad Diego Portales,+56 9 2376-2078,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Mario René, Lagos Escobar",M,22,20.762.314-0,m.lagos53@ua.cl,Universidad Austral de Chile,+56 9 0322-4911,Ciencias de la Salud,Odontología,4
"Patricia Carmen, Ovalle Medina",F,26,19.295.148-6,patricia.o82@uv.cl,Universidad de Valparaíso,+56 9 6772-3329,Ingeniería y Tecnología,Ingeniería Civil,5
"Patricia Diana, Ávila Gutiérrez",F,29,18.053.768-2,patricia.ávila@ug.uchile.cl,Universidad de Chile,+56 9 1839-8674,Ciencias de la Salud,Kinesiología,6
"Leandro Patricio, Valencia Ortiz",M,18,21.106.556-2,leandro.valencia@ug.uchile.cl,Universidad de Chile,+56 9 8831-4938,Ciencias Sociales y Humanidades,Sociología,3
"Ernesto César, Venegas Valencia",M,24,19.710.270-7,ernesto.v60@uv.cl,Universidad de Valparaíso,+56 9 2496-0289,Ciencias de la Salud,Odontología,5
"Flavio Julio, Suárez Montes",M,30,18.138.747-2,f.suárez78@udec.cl,Universidad de Concepción,+56 9 7005-9895,Ciencias Naturales,Química,8
"Alicia Ruth, Cortés Baeza",F,30,18.565.493-7,a.cortés70@ug.uchile.cl,Universidad de Chile,+56 9 5179-2851,Ciencias de la Salud,Kinesiología,6
"Leonardo Carlos, Fariña Mendoza",M,25,19.865.992-3,leonardo.f67@udec.cl,Universidad de Concepción,+56 9 6592-6195,Ciencias Sociales y Humanidades,Sociología,4
"Pablo Alejandro, Ovalle Flores",M,22,20.120.616-4,pablo.ovalle@udec.cl,Universidad de Concepción,+56 9 3174-5127,Ingeniería y Tecnología,Ingeniería Civil,2
"Nora Claudia, Bustos Gómez",F,27,19.904.959-1,n.bustos72@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4957-7915,Ciencias Naturales,Geología,4
"Emilio Kelvin, Ibarra Carrasco",M,25,19.618.639-8,e.ibarra@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6353-8096,Ciencias Naturales,Química,6
"Salvador Eduardo, Castro Contreras",M,21,20.336.983-2,salvador.castro@ua.cl,Universidad Austral de Chile,+56 9 3507-7161,Ciencias Naturales,Geología,2
"Ricardo Alejandro, Figueroa Venegas",M,26,19.294.534-1,r.figueroa51@udec.cl,Universidad de Concepción,+56 9 9953-2232,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6
"Martín Sebastián, Carrasco Toledo",M,20,20.848.390-3,m.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6775-3448,Arte y Diseño,Arquitectura,3
"Ángela Josefina, Sáez Rodríguez",F,26,19.047.549-1,á.sáez@ug.uchile.cl,Universidad de Chile,+56 9 3147-3399,Ciencias Sociales y Humanidades,Trabajo Social,6
"Raúl Julio, Campos Reyes",M,23,20.099.851-0,r.campos51@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0340-7996,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
